iter	Passed	Remaining
408	5468	21271
409	5481	21259
410	5492	21236
411	5505	21221
412	5518	21203
413	5531	21191
414	5543	21172
415	5556	21156
416	5568	21138
417	5582	21128
418	5594	21111
419	5608	21098
420	5622	21088
421	5636	21077
422	5649	21062
423	5663	21051
424	5675	21033
425	5687	21014
426	5699	20995
427	5710	20975
428	5722	20955
429	5734	20937
430	5746	20919
431	5758	20902
432	5771	20887
433	5784	20873
434	5796	20854
435	5808	20835
436	5819	20812
437	5830	20792
438	5842	20773
439	5854	20757
440	5867	20742
441	5879	20725
442	5891	20707
443	5903	20689
444	5915	20671
445	5928	20657
446	5943	20649
447	5958	20641
448	5974	20636
449	5989	20629
450	6006	20629
451	6025	20637
452	6044	20640
453	6062	20645
454	6081	20650
455	6098	20648
456	6124	20678
457	6139	20670
458	6155	20665
459	6169	20655
460	6183	20643
461	6197	20630
462	6212	20624
463	6226	20613
464	6240	20598
465	6255	20590
466	6269	20579
467	6284	20570
468	6298	20559
469	6313	20552
470	6327	20540
471	6341	20527
472	6356	20521
473	6370	20508
474	6384	20497
475	6397	20483
476	6411	20471
477	6426	20461
478	6439	20447
479	6452	20432
480	6465	20417
481	6479	20404
482	6492	20391
483	6507	20382
484	6526	20386
485	6542	20379
486	6558	20376
487	6576	20375
488	6592	20372
489	6620	20401
490	6635	20391
491	6648	20378
492	6662	20366
493	6676	20355
494	6691	20343
495	6706	20335
496	6721	20327
497	6736	20317
498	6753	20313
499	6768	20305
500	6784	20298
501	6799	20289
502	6813	20277
503	6828	20267
504	6842	20256
505	6856	20244
506	6870	20231
507	6884	20219
508	6898	20208
509	6913	20198
510	6928	20189
511	6942	20177
512	6959	20174
513	6976	20170
514	6991	20160
515	7007	20153
516	7021	20140
517	7034	20126
518	7048	20112
519	7061	20098
520	7075	20085
521	7088	20071
522	7102	20057
523	7116	20045
524	7130	20034
525	7144	20019
526	7159	20010
527	7173	19997
528	7187	19985
529	7201	19973
530	7216	19964
531	7230	19952
532	7244	19938
533	7257	19923
534	7270	19909
535	7284	19896
536	7298	19883
537	7312	19870
538	7326	19858
539	7340	19845
540	7354	19832
541	7368	19822
542	7382	19809
543	7396	19796
544	7410	19783
545	7426	19777
546	7441	19766
547	7455	19753
548	7468	19739
549	7483	19728
550	7497	19717
551	7511	19704
552	7527	19697
553	7545	19694
554	7560	19683
555	7574	19671
556	7588	19658
557	7601	19644
558	7615	19632
559	7629	19618
560	7643	19605
561	7656	19591
562	7670	19578
563	7683	19563
564	7697	19549
565	7711	19538
566	7726	19527
567	7742	19519
568	7756	19506
569	7770	19493
570	7783	19478
571	7797	19465
572	7811	19452
573	7824	19438
574	7838	19425
575	7852	19412
576	7865	19398
577	7879	19384
578	7893	19371
579	7906	19358
580	7921	19346
581	7935	19333
582	7948	19318
583	7962	19305
584	7975	19292
585	7990	19280
586	8003	19266
587	8017	19254
588	8032	19241
589	8046	19230
590	8061	19219
591	8075	19207
592	8094	19204
593	8109	19194
594	8125	19187
595	8140	19175
596	8156	19168
597	8171	19156
598	8184	19143
599	8199	19131
600	8213	19119
601	8227	19107
602	8242	19096
603	8258	19086
604	8273	19077
605	8287	19064
606	8302	19053
607	8317	19043
608	8331	19029
609	8345	19017
610	8359	19004
611	8373	18990
612	8387	18977
613	8400	18963
614	8414	18949
615	8431	18943
616	8445	18930
617	8459	18917
618	8473	18904
619	8487	18890
620	8502	18879
621	8517	18869
622	8533	18860
623	8552	18858
624	8567	18849
625	8584	18841
626	8601	18835
627	8615	18823
628	8629	18810
629	8643	18796
630	8657	18783
631	8671	18769
632	8684	18755
633	8698	18742
634	8713	18731
635	8727	18718
636	8743	18708
637	8758	18696
638	8772	18683
639	8787	18674
640	8801	18660
641	8814	18646
642	8828	18632
643	8842	18619
644	8856	18605
645	8870	18591
646	8884	18578
647	8898	18565
648	8914	18556
649	8928	18543
650	8942	18530
651	8955	18516
652	8969	18502
653	8983	18488
654	8997	18475
655	9010	18460
656	9023	18446
657	9038	18433
658	9052	18420
659	9066	18407
660	9079	18392
661	9093	18379
662	9106	18364
663	9137	18385
664	9151	18371
665	9165	18358
666	9179	18344
667	9193	18331
668	9206	18317
669	9220	18303
670	9234	18289
671	9248	18277
672	9262	18263
673	9276	18250
674	9290	18236
675	9303	18222
676	9320	18213
677	9340	18212
678	9358	18207
679	9373	18195
680	9392	18192
681	9408	18181
682	9424	18172
683	9441	18164
684	9456	18153
685	9470	18140
686	9485	18129
687	9503	18122
688	9521	18116
689	9535	18103
690	9549	18090
691	9563	18077
692	9577	18063
693	9592	18051
694	9605	18036
695	9619	18022
696	9633	18008
697	9646	17994
698	9660	17980
699	9675	17967
700	9689	17954
701	9702	17940
702	9715	17925
703	9729	17912
704	9744	17899
705	9758	17885
706	9771	17871
707	9785	17856
708	9799	17842
709	9813	17830
710	9827	17815
711	9842	17804
712	9856	17791
713	9870	17778
714	9884	17764
715	9898	17750
716	9911	17736
717	9928	17726
718	9941	17712
719	9956	17699
720	9970	17687
721	9984	17673
722	9998	17659
723	10011	17644
724	10025	17630
725	10039	17617
726	10053	17603
727	10067	17589
728	10080	17575
729	10094	17562
730	10108	17548
731	10124	17537
732	10138	17523
733	10153	17512
734	10166	17496
735	10179	17482
736	10192	17467
737	10206	17454
738	10220	17440
739	10234	17426
740	10248	17412
741	10262	17398
742	10275	17384
743	10289	17370
744	10304	17359
745	10318	17345
746	10331	17330
747	10346	17317
748	10360	17304
749	10373	17289
750	10388	17276
751	10402	17263
752	10416	17250
753	10430	17236
754	10443	17221
755	10458	17209
756	10472	17196
757	10488	17186
758	10503	17173
759	10519	17163
760	10533	17150
761	10548	17137
762	10563	17125
763	10577	17112
764	10593	17102
765	10607	17088
766	10620	17073
767	10634	17060
768	10648	17046
769	10663	17033
770	10678	17021
771	10692	17008
772	10707	16995
773	10721	16983
774	10737	16972
775	10753	16962
776	10768	16950
777	10783	16937
778	10797	16924
779	10812	16911
780	10827	16899
781	10841	16886
782	10857	16875
783	10872	16862
784	10888	16852
785	10905	16843
786	10920	16831
787	10937	16822
788	10952	16810
789	10966	16796
790	10980	16783
791	10994	16769
792	11008	16755
793	11023	16744
794	11038	16731
795	11053	16719
796	11066	16704
797	11080	16690
798	11096	16679
799	11110	16665
800	11125	16653
801	11139	16640
802	11153	16626
803	11167	16612
804	11183	16602
805	11198	16589
806	11212	16576
807	11226	16562
808	11240	16548
809	11254	16534
810	11268	16521
811	11284	16509
812	11300	16498
813	11314	16484
814	11327	16470
815	11342	16457
816	11355	16442
817	11369	16428
818	11383	16415
819	11397	16401
820	11411	16388
821	11426	16374
822	11439	16360
823	11453	16346
824	11468	16333
825	11484	16322
826	11497	16307
827	11510	16292
828	11523	16277
829	11537	16264
830	11551	16250
831	11565	16236
832	11579	16222
833	11593	16208
834	11606	16194
835	11620	16179
836	11633	16164
837	11647	16150
838	11660	16135
839	11674	16122
840	11690	16111
841	11708	16102
842	11723	16090
843	11739	16079
844	11755	16068
845	11773	16059
846	11788	16047
847	11802	16034
848	11816	16020
849	11830	16005
850	11844	15992
851	11858	15978
852	11872	15964
853	11886	15950
854	11902	15939
855	11917	15926
856	11931	15912
857	11944	15897
858	11957	15883
859	11971	15869
860	11985	15856
861	12000	15843
862	12014	15828
863	12027	15813
864	12040	15799
865	12055	15786
866	12072	15776
867	12088	15765
868	12104	15754
869	12119	15741
870	12134	15729
871	12150	15717
872	12164	15703
873	12178	15689
874	12192	15676
875	12207	15663
876	12220	15648
877	12234	15634
878	12247	15619
879	12260	15604
880	12276	15592
881	12290	15578
882	12304	15564
883	12318	15551
884	12332	15538
885	12347	15524
886	12360	15510
887	12374	15496
888	12388	15481
889	12402	15468
890	12416	15453
891	12429	15439
892	12442	15424
893	12457	15411
894	12472	15399
895	12487	15386
896	12504	15376
897	12518	15362
898	12532	15348
899	12546	15334
900	12560	15320
901	12574	15306
902	12587	15292
903	12602	15279
904	12616	15265
905	12630	15251
906	12644	15237
907	12659	15225
908	12675	15212
909	12689	15199
910	12703	15185
911	12717	15171
912	12730	15156
913	12743	15142
914	12757	15127
915	12770	15113
916	12785	15099
917	12799	15085
918	12814	15073
919	12830	15061
920	12844	15048
921	12860	15035
922	12875	15023
923	12890	15010
924	12904	14997
925	12919	14983
926	12936	14974
927	12957	14968
928	12973	14956
929	12987	14942
930	13002	14929
931	13016	14916
932	13031	14902
933	13045	14888
934	13060	14876
935	13074	14862
936	13091	14851
937	13106	14839
938	13121	14826
939	13136	14813
940	13149	14798
941	13164	14786
942	13179	14773
943	13198	14764
944	13213	14751
945	13228	14738
946	13243	14725
947	13259	14713
948	13273	14700
949	13288	14687
950	13302	14673
951	13316	14659
952	13330	14645
953	13345	14632
954	13358	14617
955	13372	14603
956	13385	14588
957	13399	14574
958	13413	14560
959	13429	14548
960	13444	14536
961	13461	14524
962	13479	14515
963	13497	14505
964	13513	14493
965	13528	14480
966	13542	14466
967	13556	14452
968	13570	14438
969	13586	14426
970	13601	14413
971	13616	14400
972	13630	14387
973	13647	14375
974	13662	14363
975	13677	14350
976	13692	14336
977	13706	14323
978	13720	14308
979	13735	14295
980	13749	14281
981	13762	14267
982	13776	14253
983	13789	14237
984	13803	14224
985	13817	14209
986	13831	14196
987	13845	14181
988	13859	14167
989	13873	14153
990	13887	14140
991	13902	14126
992	13915	14111
993	13928	14097
994	13942	14082
995	13955	14067
996	13969	14053
997	13983	14039
998	13997	14025
999	14011	14011
1000	14024	13996
1001	14039	13983
1002	14054	13970
1003	14068	13956
1004	14083	13943
1005	14097	13929
1006	14110	13914
1007	14124	13900
1008	14138	13885
1009	14151	13871
1010	14165	13856
1011	14178	13842
1012	14192	13827
1013	14205	13813
1014	14219	13799
1015	14239	13791
1016	14261	13784
1017	14279	13774
1018	14297	13764
1019	14314	13752
1020	14329	13740
1021	14344	13726
1022	14358	13712
1023	14372	13699
1024	14391	13689
1025	14407	13677
1026	14431	13672
1027	14445	13658
1028	14459	13644
1029	14474	13631
1030	14488	13617
1031	14502	13603
1032	14516	13588
1033	14530	13574
1034	14543	13559
1035	14557	13545
1036	14570	13530
1037	14583	13515
1038	14596	13501
1039	14611	13487
1040	14626	13474
1041	14640	13460
1042	14654	13446
1043	14668	13432
1044	14683	13418
1045	14697	13404
1046	14711	13390
1047	14725	13376
1048	14739	13362
1049	14752	13347
1050	14765	13332
1051	14779	13318
1052	14793	13304
1053	14807	13289
1054	14820	13274
1055	14834	13261
1056	14851	13249
1057	14865	13235
1058	14881	13223
1059	14896	13209
1060	14910	13195
1061	14923	13181
1062	14937	13167
1063	14953	13154
1064	14965	13139
1065	14979	13124
1066	14993	13110
1067	15007	13096
1068	15021	13081
1069	15036	13068
1070	15049	13054
1071	15063	13040
1072	15078	13026
1073	15091	13011
1074	15105	12997
1075	15119	12983
1076	15133	12969
1077	15149	12957
1078	15165	12944
1079	15178	12930
1080	15193	12916
1081	15207	12902
1082	15221	12888
1083	15235	12874
1084	15250	12860
1085	15266	12848
1086	15281	12835
1087	15295	12821
1088	15309	12807
1089	15323	12793
1090	15337	12779
1091	15351	12764
1092	15366	12751
1093	15380	12737
1094	15394	12723
1095	15409	12709
1096	15424	12696
1097	15438	12682
1098	15453	12669
1099	15468	12655
1100	15482	12641
1101	15495	12626
1102	15508	12612
1103	15521	12597
1104	15535	12582
1105	15548	12568
1106	15562	12554
1107	15576	12539
1108	15589	12525
1109	15603	12511
1110	15618	12497
1111	15632	12483
1112	15649	12471
1113	15664	12458
1114	15679	12445
1115	15693	12430
1116	15706	12416
1117	15720	12402
1118	15735	12388
1119	15749	12374
1120	15762	12359
1121	15776	12345
1122	15790	12331
1123	15804	12317
1124	15818	12303
1125	15832	12289
1126	15846	12275
1127	15861	12261
1128	15875	12247
1129	15888	12233
1130	15901	12218
1131	15915	12203
1132	15928	12189
1133	15942	12174
1134	15956	12160
1135	15970	12146
1136	15984	12132
1137	15998	12118
1138	16012	12104
1139	16027	12090
1140	16041	12076
1141	16055	12062
1142	16069	12048
1143	16083	12034
1144	16096	12019
1145	16109	12005
1146	16123	11990
1147	16136	11975
1148	16150	11961
1149	16163	11947
1150	16178	11933
1151	16194	11921
1152	16208	11906
1153	16229	11897
1154	16247	11886
1155	16260	11872
1156	16275	11858
1157	16288	11843
1158	16302	11829
1159	16316	11815
1160	16329	11800
1161	16342	11786
1162	16356	11771
1163	16374	11760
1164	16390	11747
1165	16403	11733
1166	16418	11719
1167	16433	11706
1168	16447	11692
1169	16461	11677
1170	16475	11663
1171	16489	11649
1172	16501	11634
1173	16515	11620
1174	16529	11605
1175	16543	11591
1176	16556	11577
1177	16572	11564
1178	16587	11550
1179	16601	11536
1180	16615	11522
1181	16630	11509
1182	16644	11495
1183	16659	11481
1184	16673	11467
1185	16686	11452
1186	16699	11438
1187	16713	11423
1188	16727	11409
1189	16740	11394
1190	16753	11380
1191	16768	11366
1192	16782	11352
1193	16796	11338
1194	16809	11323
1195	16824	11310
1196	16838	11295
1197	16852	11282
1198	16866	11267
1199	16879	11252
1200	16892	11238
1201	16906	11223
1202	16919	11209
1203	16933	11194
1204	16946	11180
1205	16960	11166
1206	16974	11152
1207	16989	11138
1208	17005	11125
1209	17019	11112
1210	17032	11097
1211	17046	11082
1212	17059	11068
1213	17072	11053
1214	17086	11039
1215	17099	11024
1216	17113	11010
1217	17126	10996
1218	17140	10982
1219	17154	10967
1220	17168	10953
1221	17182	10939
1222	17197	10925
1223	17211	10911
1224	17226	10898
1225	17240	10884
1226	17254	10870
1227	17267	10855
1228	17281	10841
1229	17295	10827
1230	17309	10813
1231	17323	10799
1232	17338	10785
1233	17352	10771
1234	17367	10757
1235	17382	10744
1236	17476	10779
1237	17490	10765
1238	17504	10751
1239	17517	10736
1240	17532	10723
1241	17547	10709
1242	17561	10695
1243	17575	10680
1244	17589	10666
1245	17603	10652
1246	17617	10638
1247	17632	10624
1248	17646	10610
1249	17659	10595
1250	17673	10581
1251	17689	10568
1252	17702	10553
1253	17716	10539
1254	17732	10526
1255	17746	10512
1256	17760	10498
1257	17776	10485
1258	17791	10471
1259	17805	10457
1260	17819	10443
1261	17834	10429
1262	17848	10415
1263	17862	10400
1264	17877	10387
1265	17893	10374
1266	17908	10360
1267	17923	10347
1268	17937	10332
1269	17950	10318
1270	17964	10304
1271	17978	10289
1272	17992	10275
1273	18006	10261
1274	18021	10247
1275	18037	10234
1276	18051	10220
1277	18065	10206
1278	18080	10192
1279	18094	10177
1280	18109	10164
1281	18124	10150
1282	18138	10136
1283	18152	10122
1284	18166	10108
1285	18179	10093
1286	18192	10078
1287	18205	10064
1288	18219	10049
1289	18234	10036
1290	18247	10021
1291	18261	10007
1292	18275	9993
1293	18289	9978
1294	18304	9964
1295	18318	9950
1296	18332	9936
1297	18346	9922
1298	18361	9908
1299	18374	9893
1300	18388	9879
1301	18401	9865
1302	18416	9851
1303	18430	9837
1304	18443	9822
1305	18456	9807
1306	18471	9793
1307	18484	9779
1308	18499	9765
1309	18513	9751
1310	18527	9737
1311	18541	9722
1312	18554	9708
1313	18567	9693
1314	18580	9678
1315	18594	9664
1316	18608	9650
1317	18621	9635
1318	18636	9621
1319	18649	9607
1320	18664	9593
1321	18677	9579
1322	18691	9564
1323	18706	9551
1324	18720	9537
1325	18734	9522
1326	18748	9508
1327	18761	9493
1328	18776	9479
1329	18790	9465
1330	18803	9451
1331	18817	9437
1332	18831	9422
1333	18844	9408
1334	18859	9394
1335	18873	9379
1336	18886	9365
1337	18902	9352
1338	18916	9338
1339	18929	9323
1340	18943	9309
1341	18957	9295
1342	18970	9280
1343	18984	9266
1344	18998	9251
1345	19011	9237
1346	19025	9223
1347	19039	9209
1348	19054	9195
1349	19071	9182
1350	19087	9169
1351	19101	9155
1352	19115	9140
1353	19132	9128
1354	19153	9117
1355	19168	9103
1356	19183	9089
1357	19201	9077
1358	19216	9063
1359	19229	9049
1360	19245	9035
1361	19259	9021
1362	19275	9008
1363	19291	8995
1364	19306	8981
1365	19321	8967
1366	19335	8953
1367	19349	8939
1368	19362	8924
1369	19376	8910
1370	19390	8896
1371	19404	8881
1372	19417	8867
1373	19430	8852
1374	19444	8838
1375	19459	8824
1376	19474	8810
1377	19489	8796
1378	19503	8782
1379	19516	8768
1380	19530	8754
1381	19544	8740
1382	19558	8725
1383	19572	8711
1384	19586	8697
1385	19599	8682
1386	19612	8668
1387	19626	8653
1388	19640	8639
1389	19655	8625
1390	19669	8611
1391	19685	8598
1392	19699	8584
1393	19714	8570
1394	19728	8556
1395	19742	8541
1396	19755	8527
1397	19770	8513
1398	19784	8499
1399	19799	8485
1400	19813	8471
1401	19828	8457
1402	19841	8443
1403	19858	8429
1404	19872	8415
1405	19886	8401
1406	19901	8387
1407	19915	8373
1408	19929	8359
1409	19944	8345
1410	19958	8331
1411	19973	8317
1412	19987	8303
1413	20000	8288
1414	20014	8274
1415	20027	8260
1416	20041	8245
1417	20055	8231
1418	20071	8218
1419	20085	8203
1420	20098	8189
1421	20113	8175
1422	20126	8160
1423	20140	8146
1424	20152	8131
1425	20166	8117
1426	20181	8103
1427	20194	8089
1428	20208	8075
1429	20223	8061
1430	20237	8046
1431	20251	8032
1432	20265	8018
1433	20280	8004
1434	20295	7990
1435	20311	7977
1436	20324	7962
1437	20338	7948
1438	20357	7936
1439	20371	7922
1440	20386	7908
1441	20402	7894
1442	20416	7880
1443	20432	7867
1444	20448	7853
1445	20463	7840
1446	20477	7826
1447	20491	7811
1448	20506	7797
1449	20519	7783
1450	20533	7769
1451	20546	7754
1452	20560	7740
1453	20574	7725
1454	20587	7711
1455	20602	7697
1456	20615	7683
1457	20629	7668
1458	20642	7654
1459	20657	7640
1460	20672	7626
1461	20686	7612
1462	20700	7598
1463	20714	7584
1464	20729	7570
1465	20744	7556
1466	20759	7542
1467	20773	7528
1468	20788	7514
1469	20803	7500
1470	20828	7490
1471	20843	7476
1472	20868	7466
1473	20885	7452
1474	20900	7439
1475	20914	7424
1476	20928	7410
1477	20942	7396
1478	20957	7382
1479	20970	7368
1480	20984	7353
1481	20999	7339
1482	21013	7325
1483	21029	7312
1484	21043	7298
1485	21060	7284
1486	21086	7274
1487	21099	7260
1488	21112	7245
1489	21127	7231
1490	21140	7217
1491	21154	7202
1492	21169	7188
1493	21182	7174
1494	21196	7160
1495	21213	7146
1496	21235	7135
1497	21253	7122
1498	21274	7110
1499	21290	7096
1500	21304	7082
1501	21319	7068
1502	21333	7054
1503	21348	7040
1504	21362	7026
1505	21375	7011
1506	21389	6997
1507	21403	6982
1508	21417	6968
1509	21431	6954
1510	21447	6940
1511	21460	6926
1512	21477	6913
1513	21493	6899
1514	21507	6885
1515	21521	6870
1516	21535	6856
1517	21549	6842
1518	21562	6827
1519	21575	6813
1520	21589	6798
1521	21602	6784
1522	21615	6770
1523	21630	6755
1524	21643	6741
1525	21657	6727
1526	21671	6712
1527	21685	6698
1528	21699	6684
1529	21714	6670
1530	21729	6656
1531	21744	6642
1532	21760	6629
1533	21775	6614
1534	21789	6600
1535	21804	6586
1536	21819	6572
1537	21832	6558
1538	21846	6544
1539	21860	6529
1540	21876	6516
1541	21892	6502
1542	21907	6488
1543	21921	6474
1544	21935	6460
1545	21950	6445
1546	21964	6431
1547	21979	6417
1548	21993	6403
1549	22009	6389
1550	22023	6375
1551	22037	6361
1552	22051	6347
1553	22066	6333
1554	22082	6319
1555	22096	6305
1556	22111	6291
1557	22127	6277
1558	22141	6263
1559	22154	6248
1560	22169	6234
1561	22182	6220
1562	22196	6205
1563	22209	6191
1564	22223	6177
1565	22236	6162
1566	22250	6148
1567	22264	6134
1568	22278	6119
1569	22292	6105
1570	22306	6091
1571	22321	6077
1572	22336	6063
1573	22350	6049
1574	22363	6034
1575	22377	6020
1576	22391	6006
1577	22404	5991
1578	22418	5977
1579	22432	5962
1580	22446	5948
1581	22460	5934
1582	22475	5920
1583	22490	5906
1584	22506	5892
1585	22521	5878
1586	22535	5864
1587	22548	5850
1588	22563	5836
1589	22577	5821
1590	22592	5807
1591	22605	5793
1592	22619	5779
1593	22634	5764
1594	22647	5750
1595	22662	5736
1596	22675	5722
1597	22690	5708
1598	22706	5694
1599	22721	5680
1600	22735	5666
1601	22749	5651
1602	22763	5637
1603	22776	5623
1604	22790	5608
1605	22803	5594
1606	22818	5580
1607	22832	5566
1608	22845	5551
1609	22859	5537
1610	22872	5523
1611	22887	5508
1612	22901	5494
1613	22915	5480
1614	22929	5466
1615	22942	5451
1616	22956	5437
1617	22969	5422
1618	22982	5408
1619	22996	5394
1620	23011	5380
1621	23024	5365
1622	23038	5351
1623	23051	5337
1624	23065	5322
1625	23080	5308
1626	23095	5294
1627	23111	5280
1628	23125	5266
1629	23138	5252
1630	23152	5238
1631	23166	5223
1632	23179	5209
1633	23193	5195
1634	23206	5180
1635	23220	5166
1636	23233	5152
1637	23247	5137
1638	23261	5123
1639	23275	5109
1640	23290	5095
1641	23304	5081
1642	23318	5066
1643	23331	5052
1644	23345	5038
1645	23359	5023
1646	23373	5009
1647	23386	4995
1648	23400	4980
1649	23414	4966
1650	23427	4952
1651	23441	4938
1652	23455	4923
1653	23469	4909
1654	23483	4895
1655	23497	4881
1656	23512	4867
1657	23527	4852
1658	23540	4838
1659	23554	4824
1660	23568	4810
1661	23581	4795
1662	23594	4781
1663	23609	4767
1664	23623	4753
1665	23637	4738
1666	23650	4724
1667	23664	4710
1668	23678	4696
1669	23694	4682
1670	23708	4667
