iter	MultiClass
1513	0.4337708975
1514	0.4337011623
1515	0.4336490148
1516	0.4335502232
1517	0.4334970751
1518	0.4334610145
1519	0.4334189886
1520	0.4333810037
1521	0.4333185422
1522	0.4332912946
1523	0.4332621228
1524	0.4331875385
1525	0.4331399323
1526	0.4330819735
1527	0.4330511853
1528	0.4330006927
1529	0.4329411176
1530	0.4328838516
1531	0.4328529095
1532	0.4327882928
1533	0.4327315656
1534	0.4326763778
1535	0.4326361222
1536	0.4325450662
1537	0.4324530095
1538	0.4324064424
1539	0.4323509083
1540	0.4323158097
1541	0.4322685114
1542	0.4322031635
1543	0.4321589055
1544	0.432105565
1545	0.4320450662
1546	0.432002617
1547	0.4319675185
1548	0.4319099831
1549	0.4317697814
1550	0.4316977371
1551	0.4316330434
1552	0.4315932882
1553	0.4314967672
1554	0.4314282251
1555	0.4313751924
1556	0.4313387084
1557	0.4312886776
1558	0.4312417642
1559	0.4312074353
1560	0.4311485145
1561	0.431117072
1562	0.4310630003
1563	0.4310100062
1564	0.4309098291
1565	0.4308796182
1566	0.4308402094
1567	0.4307670105
1568	0.4307354911
1569	0.4306316195
1570	0.4306156096
1571	0.4305277863
1572	0.4304582435
1573	0.4303980526
1574	0.4303264701
1575	0.4302495767
1576	0.4301829587
1577	0.4301643319
1578	0.4300962131
1579	0.4300157789
1580	0.4299587438
1581	0.4299357682
1582	0.4298749615
1583	0.4298104603
1584	0.429752694
1585	0.429739532
1586	0.4296378156
1587	0.4296142241
1588	0.4295700816
1589	0.4295397167
1590	0.4294838747
1591	0.4294411176
1592	0.4294129849
1593	0.4293676878
1594	0.4293249307
1595	0.4292404557
1596	0.4292042026
1597	0.4291763778
1598	0.429117303
1599	0.4290484529
1600	0.4289816425
1601	0.4289460052
1602	0.4288717672
1603	0.4288233143
1604	0.4287712438
1605	0.4287319889
1606	0.4286377771
1607	0.4285853987
1608	0.4285058882
1609	0.4284416949
1610	0.4283904711
1611	0.4283329741
1612	0.4282289101
1613	0.4281973137
1614	0.4281275785
1615	0.4280738916
1616	0.428041795
1617	0.4279755234
1618	0.4279340363
1619	0.4278791949
1620	0.4277610453
1621	0.4277282558
1622	0.4276847291
1623	0.4276475908
1624	0.4275914794
1625	0.4275351755
1626	0.4274686345
1627	0.4273994381
1628	0.4273385545
1629	0.427257697
1630	0.4272181342
1631	0.4271504002
1632	0.4271191118
1633	0.4270583821
1634	0.4270182805
1635	0.4269758313
1636	0.4269435422
1637	0.4268914717
1638	0.4268171952
1639	0.4267768242
1640	0.426716056
1641	0.4266748384
1642	0.4265818196
1643	0.4265148168
1644	0.4264438116
1645	0.4263990533
1646	0.4263333975
1647	0.4262924877
1648	0.4262418411
1649	0.4262104372
1650	0.4261219982
1651	0.4260329818
1652	0.4259715979
1653	0.4259162562
1654	0.4258687654
1655	0.4258270859
1656	0.4257472675
1657	0.4256958898
1658	0.4256609452
1659	0.4256190733
1660	0.4255310961
1661	0.4254737916
1662	0.4254189501
1663	0.4253562577
1664	0.4252944889
1665	0.4252686268
1666	0.4252059729
1667	0.4251361607
1668	0.4251044489
1669	0.4250111992
1670	0.4249089055
1671	0.4248572583
1672	0.4248220828
1673	0.4247496151
1674	0.4246847675
1675	0.4246016395
1676	0.4245369843
1677	0.4244548568
1678	0.424390548
1679	0.424351524
1680	0.4242639317
1681	0.4241885006
1682	0.4241346598
1683	0.4240101986
1684	0.4239502001
1685	0.4239069427
1686	0.4238611068
1687	0.4237779018
1688	0.4237470366
1689	0.4236882312
1690	0.4236314655
1691	0.4235910945
1692	0.4235696198
1693	0.4235271706
1694	0.4234280326
1695	0.4233582204
1696	0.4232977602
1697	0.4232682805
1698	0.4231973907
1699	0.4231310807
1700	0.42306123
1701	0.4229787562
1702	0.4229325354
1703	0.4228812731
1704	0.4228010699
1705	0.4227532328
1706	0.4227161715
1707	0.4226851524
1708	0.4226111068
1709	0.4225398707
1710	0.422472714
1711	0.4224347675
1712	0.4223729218
1713	0.4223109221
1714	0.4222571967
1715	0.4221993919
1716	0.4221738762
1717	0.422031327
1718	0.421980565
1719	0.421941387
1720	0.4218560268
1721	0.4217835591
1722	0.4217132081
1723	0.4216573276
1724	0.4216155326
1725	0.4215937115
1726	0.4215316733
1727	0.4214956127
1728	0.4213820428
1729	0.4213396706
1730	0.4212357605
1731	0.4211756466
1732	0.4211581743
1733	0.4210847829
1734	0.4210339055
1735	0.4209630542
1736	0.4209115994
1737	0.4208509852
1738	0.4207920643
1739	0.4207464209
1740	0.4206577894
1741	0.4206124923
1742	0.4205487993
1743	0.420515702
1744	0.4204403094
1745	0.4203828125
1746	0.4203643396
1747	0.4203107297
1748	0.4202015856
1749	0.4201259236
1750	0.4200724677
1751	0.4200048876
1752	0.4199871844
1753	0.4199369612
1754	0.4198975523
1755	0.4198342442
1756	0.4198025323
1757	0.4197336823
1758	0.4196570197
1759	0.4196224985
1760	0.4195613839
1761	0.4195258236
1762	0.4194821044
1763	0.4194487762
1764	0.4194120613
1765	0.4193465594
1766	0.4193088439
1767	0.4192205973
1768	0.4191784175
1769	0.419142049
1770	0.4190639624
1771	0.4190251308
1772	0.4189667103
1773	0.4188796182
1774	0.418833282
1775	0.4187076278
1776	0.4186764163
1777	0.4186116841
1778	0.4185791641
1779	0.418527363
1780	0.4184963439
1781	0.41844258
1782	0.4183891626
1783	0.418351601
1784	0.4182841749
1785	0.4182245998
1786	0.4181729141
1787	0.4181542488
1788	0.4180401786
1789	0.4180019243
1790	0.4179089055
1791	0.4178771937
1792	0.4178402478
1793	0.4177894474
1794	0.4177145936
1795	0.4176863454
1796	0.4176476678
1797	0.417553456
1798	0.4175193196
1799	0.4174931111
1800	0.4174422722
1801	0.4173900862
1802	0.4173598368
1803	0.4172653941
1804	0.4172130927
1805	0.4171389317
1806	0.4170407174
1807	0.4169857605
1808	0.4169179495
1809	0.416877617
1810	0.4168243534
1811	0.416751193
1812	0.416679726
1813	0.4165708513
1814	0.4165256696
1815	0.4164736761
1816	0.4164268396
1817	0.4163524477
1818	0.4162933344
1819	0.4162467288
1820	0.4162057035
1821	0.4161725677
1822	0.4161042565
1823	0.4160250539
1824	0.4159017472
1825	0.4158465594
1826	0.4158009159
1827	0.4157326817
1828	0.4156863454
1829	0.4156412023
1830	0.4155642318
1831	0.4155110068
1832	0.4154498538
1833	0.4153971675
1834	0.4153790025
1835	0.415356758
1836	0.4152887546
1837	0.4152394166
1838	0.4151928494
1839	0.4151430111
1840	0.4150432574
1841	0.4149869535
1842	0.414863339
1843	0.4148073815
1844	0.4147407635
1845	0.4146959667
1846	0.4146672183
1847	0.414628964
1848	0.4145882081
1849	0.4145318273
1850	0.4145101986
1851	0.4144523168
1852	0.4144084821
1853	0.4143307805
1854	0.4142997229
1855	0.414249923
1856	0.41418496
1857	0.4141368919
1858	0.4140913254
1859	0.4140621536
1860	0.4140310576
1861	0.4139549338
1862	0.4138845058
1863	0.4138504079
1864	0.4138196583
1865	0.4137667411
1866	0.4137348753
1867	0.4136715286
1868	0.413621036
1869	0.4135883621
1870	0.4135409868
1871	0.4134800647
1872	0.4133912408
1873	0.4133532174
1874	0.4132844058
1875	0.4131873076
1876	0.4131370074
1877	0.4130684267
1878	0.4130066195
1879	0.4129576278
1880	0.4129255311
1881	0.4128637238
1882	0.4127805958
1883	0.4127496151
1884	0.412727794
1885	0.4126683728
1886	0.4126315425
1887	0.4126074507
1888	0.4125537254
1889	0.4124908405
1890	0.4124177571
1891	0.4123872768
1892	0.4123357451
1893	0.4122966056
1894	0.4122488454
1895	0.4122128233
1896	0.4121712977
1897	0.4121419335
1898	0.4120693119
1899	0.4120264393
1900	0.411945428
1901	0.4119187962
1902	0.4118695351
1903	0.4118024554
1904	0.4117597752
1905	0.4117054341
1906	0.4116656404
1907	0.4115722752
1908	0.4115050416
1909	0.4114705588
1910	0.4114013624
1911	0.4113434036
1912	0.4112907943
1913	0.4112611992
1914	0.4112027786
1915	0.4111539409
1916	0.4110888624
1917	0.4110282866
1918	0.4109641703
1919	0.410929572
1920	0.4108383621
1921	0.4107686268
1922	0.4107274092
1923	0.4106180727
1924	0.4105108913
1925	0.4104528941
1926	0.410410137
1927	0.4103096906
1928	0.4102441118
1929	0.4102103217
1930	0.4101878464
1931	0.4101605219
1932	0.4100969828
1933	0.4100407558
1934	0.4100020012
1935	0.4099478525
1936	0.4099100985
1937	0.4098294335
1938	0.4097783636
1939	0.4097262931
1940	0.4096763393
1941	0.4096233451
1942	0.4095616918
1943	0.4094725985
1944	0.4094163716
1945	0.409354064
1946	0.4092979526
1947	0.4092680496
1948	0.4091788793
1949	0.4091036792
1950	0.4090599215
1951	0.4090122383
1952	0.4089522783
1953	0.4088588747
1954	0.4087715902
1955	0.4087364147
1956	0.4087093211
1957	0.4086597137
1958	0.4086209975
1959	0.4085632312
1960	0.408514201
1961	0.4084588978
1962	0.4083843904
1963	0.4083378618
1964	0.4082573892
1965	0.4081798799
1966	0.4081269243
1967	0.4080655788
1968	0.4080139317
1969	0.4079733682
1970	0.4079069042
1971	0.4078314732
1972	0.407800762
1973	0.4077573892
1974	0.4077189039
1975	0.4076620228
1976	0.4076261161
1977	0.4075670797
1978	0.4075111607
1979	0.4074532405
1980	0.4073758852
1981	0.4072717442
1982	0.4072117072
1983	0.4071644858
1984	0.4071365841
1985	0.4070963285
1986	0.4070136623
1987	0.4069508159
1988	0.4069151016
1989	0.4068615687
1990	0.4068053802
1991	0.4067697429
1992	0.4067389932
1993	0.406662677
1994	0.4066221136
1995	0.4065604988
1996	0.4065432189
1997	0.4064850292
1998	0.4064397706
1999	0.4063972829
