iter	MultiClass
279	0.5677055496
280	0.5675555342
281	0.5674012084
282	0.5671198045
283	0.5669084437
284	0.5667207127
285	0.5662616225
286	0.5660741225
287	0.5658651478
288	0.5656971213
289	0.5655424492
290	0.5652699738
291	0.5649971906
292	0.5648820813
293	0.5646994689
294	0.5644998845
295	0.5641856142
296	0.5639655942
297	0.563828048
298	0.5635697737
299	0.5633321275
300	0.5631722599
301	0.5628733836
302	0.5626596367
303	0.5624224523
304	0.5621580588
305	0.5619090594
306	0.5616167257
307	0.5613890086
308	0.561233105
309	0.5608851601
310	0.5606687577
311	0.5604622845
312	0.5601943889
313	0.5599682497
314	0.559674569
315	0.559445274
316	0.5590892472
317	0.5589563962
318	0.5586138393
319	0.5584338824
320	0.5582894858
321	0.5580987916
322	0.5579125616
323	0.5577175954
324	0.5574747537
325	0.5570602294
326	0.5567992996
327	0.5565948661
328	0.5562723599
329	0.5559803341
330	0.5558700739
331	0.5557536946
332	0.5555300185
333	0.5552491148
334	0.5551044874
335	0.554934883
336	0.5547809036
337	0.5546245382
338	0.5544686345
339	0.5542583898
340	0.5540359067
341	0.5538338593
342	0.5537148245
343	0.5535685422
344	0.5533212361
345	0.5531629079
346	0.5529692503
347	0.5527810961
348	0.552631504
349	0.5524242611
350	0.5520391395
351	0.5518487531
352	0.5516664486
353	0.5515602294
354	0.551472714
355	0.5513233528
356	0.5511126847
357	0.5509722522
358	0.5508546413
359	0.5506447429
360	0.5504554726
361	0.5503158867
362	0.5501478987
363	0.5499796413
364	0.5497899861
365	0.5495484529
366	0.5493923568
367	0.5492322583
368	0.5491682959
369	0.5490514547
370	0.5489261469
371	0.5487557728
372	0.5485814347
373	0.5483455973
374	0.5482440348
375	0.5480085822
376	0.5478238916
377	0.5477390317
378	0.5476071044
379	0.5474647091
380	0.547179803
381	0.5470176647
382	0.5468595289
383	0.5467340286
384	0.5464809498
385	0.5463352448
386	0.5462646244
387	0.5461380465
388	0.5460070813
389	0.5458212746
390	0.5455665025
391	0.5454565502
392	0.5451816502
393	0.5450692349
394	0.5449767164
395	0.5448854295
396	0.5446396244
397	0.5445126232
398	0.5442857143
399	0.5441784175
400	0.5440320582
401	0.5437706281
402	0.5435957512
403	0.5435202432
404	0.5434398091
405	0.5432929495
406	0.5430994458
407	0.542820428
408	0.5426823045
409	0.5425217442
410	0.5423254695
411	0.5421210745
412	0.5420118919
413	0.5417522706
414	0.5416499384
415	0.5414134467
416	0.5412981065
417	0.5411029865
418	0.5410217826
419	0.5408536407
420	0.5406866918
421	0.5404561268
422	0.5403826201
423	0.5402131696
424	0.5400945197
425	0.5398822352
426	0.5397403017
427	0.539623807
428	0.5395247075
429	0.5394460052
430	0.5393658405
431	0.539125077
432	0.538954472
433	0.5386519397
434	0.5385507235
435	0.5384764086
436	0.5383936653
437	0.5383512931
438	0.5382125924
439	0.5380832435
440	0.537975254
441	0.5377866764
442	0.5376200739
443	0.5374647091
444	0.5373378233
445	0.5372127848
446	0.5370047337
447	0.5369307266
448	0.53661992
449	0.5365002694
450	0.5364337669
451	0.536315117
452	0.5362029326
453	0.5360562269
454	0.5358939347
455	0.5358246998
456	0.5356515548
457	0.5353761161
458	0.5352000462
459	0.5350033867
460	0.5348215055
461	0.5345887854
462	0.534381581
463	0.5342293334
464	0.534169335
465	0.533999923
466	0.5338479834
467	0.5336804572
468	0.5335743919
469	0.5334254926
470	0.5333119997
471	0.5332080126
472	0.532940194
473	0.5327833282
474	0.5324770628
475	0.532317734
476	0.5322129387
477	0.5320522629
478	0.5318472137
479	0.5317315271
480	0.5315999076
481	0.5313854295
482	0.5311804572
483	0.5310350216
484	0.5309745228
485	0.5308206974
486	0.5305566118
487	0.5302893704
488	0.5300358682
489	0.5299533174
490	0.529717403
491	0.5295355603
492	0.5294249538
493	0.5292580434
494	0.5290909791
495	0.5289435807
496	0.5287064732
497	0.5285142395
498	0.5283903171
499	0.5282412254
500	0.5280822044
501	0.5279194504
502	0.5278238531
503	0.5276447044
504	0.5274915333
505	0.5273873538
506	0.5273186192
507	0.5272560037
508	0.5271263085
509	0.5269712515
510	0.5267520782
511	0.5266506696
512	0.5265162023
513	0.5263426339
514	0.5262625077
515	0.5261214594
516	0.5259670182
517	0.5257262546
518	0.5255173568
519	0.5254354988
520	0.5252785945
521	0.5250890548
522	0.524998653
523	0.5248642626
524	0.5246495151
525	0.524545605
526	0.5244246844
527	0.5242471136
528	0.5240641933
529	0.5238407482
530	0.5236956204
531	0.5235449123
532	0.523485568
533	0.5233426339
534	0.5231412023
535	0.5229601293
536	0.5228197352
537	0.5227476909
538	0.5226307728
539	0.5224873768
540	0.5223745382
541	0.5221746075
542	0.5221188424
543	0.521882697
544	0.5217704357
545	0.5216639855
546	0.5215462208
547	0.5214476216
548	0.5213251232
549	0.5212032405
550	0.521107951
551	0.5210114301
552	0.5207829049
553	0.5206454741
554	0.520458436
555	0.5202970674
556	0.5201777248
557	0.5200341749
558	0.5198734991
559	0.5197670105
560	0.5196037177
561	0.5195075431
562	0.5194334591
563	0.5193252771
564	0.5191748384
565	0.5190515702
566	0.5189236453
567	0.5187276401
568	0.518634121
569	0.518413947
570	0.5183545643
571	0.5182403017
572	0.5180665794
573	0.5179974985
574	0.517803456
575	0.5176829203
576	0.5175817811
577	0.517436307
578	0.5173592595
579	0.5173087284
580	0.5171880003
581	0.5171209591
582	0.5169959975
583	0.5168104218
584	0.5167049338
585	0.5165863608
586	0.5163078818
587	0.5162352602
588	0.5161396629
589	0.515927109
590	0.5157562731
591	0.5156852679
592	0.5155788177
593	0.515395782
594	0.5152911792
595	0.5151825354
596	0.5149642857
597	0.5148331666
598	0.5146634852
599	0.5145920567
600	0.5144807959
601	0.5142912562
602	0.5142204049
603	0.5140849369
604	0.5139239532
605	0.513834629
606	0.5136811884
607	0.5135439501
608	0.5134960745
609	0.5132280634
610	0.5130879002
611	0.5130035791
612	0.5128928187
613	0.5128031096
614	0.5127489994
615	0.5126365071
616	0.5125761238
617	0.5124930727
618	0.5123613762
619	0.5122386853
620	0.5121674877
621	0.5120220135
622	0.5119368842
623	0.5118258544
624	0.5117124769
625	0.5116160714
626	0.5115732759
627	0.5113824661
628	0.5112795182
629	0.5110223984
630	0.5109007466
631	0.5107087054
632	0.5106196121
633	0.5105198969
634	0.5104550877
635	0.5103469828
636	0.5101959283
637	0.5100595366
638	0.5099323045
639	0.5097901786
640	0.5096266933
641	0.5095841287
642	0.509428302
643	0.5093549492
644	0.5092615841
645	0.5091890009
646	0.5090875154
647	0.5089794104
648	0.5088168873
649	0.5087349523
650	0.5086090286
651	0.5085336361
652	0.508425839
653	0.5083246998
654	0.5082476139
655	0.5081447044
656	0.5079729834
657	0.5078534868
658	0.5077613916
659	0.5076149938
660	0.5075615764
661	0.5074455819
662	0.5073235837
663	0.5072003541
664	0.5071269243
665	0.5070178187
666	0.5069972291
667	0.5068721136
668	0.5067217518
669	0.5066584052
670	0.5064983836
671	0.5063351293
672	0.5062170567
673	0.506061307
674	0.5059172568
675	0.5058458282
676	0.505744766
677	0.505641895
678	0.5055248615
679	0.5053942426
680	0.5052710514
681	0.5051534791
682	0.5049445428
683	0.5048154249
684	0.504666795
685	0.5046200739
686	0.5045368688
687	0.5044739455
688	0.5043272398
689	0.5042294104
690	0.5041671413
691	0.5040633852
692	0.5039922645
693	0.5039125231
694	0.5038295874
695	0.5036908097
696	0.5035530711
697	0.5034697891
698	0.5033572583
699	0.5031702586
700	0.5031057959
701	0.5030511853
702	0.5029592442
703	0.5028571429
704	0.5027245228
705	0.5026122614
706	0.5025403325
707	0.5024735607
708	0.5023192734
709	0.5021508236
710	0.5019679418
711	0.5018678417
712	0.5017711284
713	0.5016843827
714	0.5015387546
715	0.5014946121
716	0.5013133082
717	0.5011381619
718	0.5010577278
719	0.5009035175
720	0.5007984144
721	0.5007377232
722	0.5006547876
723	0.5005152017
724	0.5004769858
725	0.5004292642
726	0.5002914486
727	0.5001960822
728	0.5000621536
729	0.4999639009
730	0.4998804264
731	0.4997272552
732	0.4995902478
733	0.4995257466
734	0.4995098907
735	0.4994386161
736	0.4992813655
737	0.4991496305
738	0.4990341364
739	0.4989060961
740	0.4987722829
741	0.4986470905
742	0.4985836669
743	0.49849492
744	0.4983856219
745	0.4983470212
746	0.4982100908
747	0.4981170336
748	0.4980523014
749	0.4979592826
750	0.4978073045
751	0.4976483605
752	0.4975861299
753	0.4974756773
754	0.4974126001
755	0.4973154634
756	0.4971758775
757	0.4970456435
758	0.4968639932
759	0.4967625847
760	0.496626424
761	0.4964716749
762	0.4963317811
763	0.4960526093
764	0.4958563347
765	0.4957559267
766	0.4956333128
767	0.4955308651
768	0.4954259544
769	0.4953637238
770	0.4952770166
771	0.4951937346
772	0.4950760468
773	0.4949770628
774	0.4948932035
775	0.4947928341
776	0.4946479757
777	0.4946174569
778	0.494492226
779	0.4943991302
780	0.4942237146
781	0.4941121844
782	0.4939781019
783	0.4938405942
784	0.4937495767
785	0.4936632543
786	0.4935673876
787	0.4934318427
788	0.4932222137
789	0.4931261161
790	0.4930615379
791	0.493018165
792	0.4929803725
793	0.4928018011
794	0.4926451663
795	0.4925060422
796	0.4923435961
797	0.4922925262
798	0.4922461515
799	0.4920942503
800	0.4919837592
801	0.4919148322
802	0.4916544412
803	0.4916033328
804	0.4914839517
805	0.4914130234
806	0.4912100139
807	0.4911527863
808	0.4910668873
809	0.4910143935
810	0.4909055958
811	0.490739532
812	0.4906388932
813	0.4905671182
814	0.4904648245
815	0.4903484452
816	0.4903013778
817	0.4900945197
818	0.4900033097
819	0.4899442349
820	0.4898469058
821	0.4896922722
822	0.4895644627
823	0.4895089671
824	0.4893916641
825	0.4892850216
826	0.489226524
827	0.4890701201
828	0.4890087361
829	0.4888922799
830	0.4887481912
831	0.4886647937
832	0.4885812808
833	0.4885183959
834	0.4884271475
835	0.4883425185
836	0.4882822121
837	0.4882051647
838	0.4881515933
839	0.4880300954
840	0.4878942426
841	0.487793065
842	0.4876786484
843	0.4875938655
844	0.4875717749
845	0.4873837361
846	0.4872340671
847	0.4871229603
848	0.4869701355
849	0.486891895
850	0.4867857143
851	0.4867264086
852	0.4866397783
853	0.4865426031
854	0.4864541256
855	0.4863279711
856	0.4862191733
857	0.4861488993
858	0.4860289409
859	0.4859528556
860	0.4858860068
861	0.485804803
862	0.4857380696
863	0.4855882081
864	0.4853962054
865	0.485311076
866	0.4851918873
867	0.4851237685
868	0.485027363
869	0.4849353063
870	0.4848073045
871	0.4846660637
872	0.4846007928
873	0.4845394858
874	0.4843897398
875	0.4842819042
876	0.4842513085
877	0.484197814
878	0.4841462438
879	0.4840685037
880	0.4840203202
881	0.4839311115
882	0.4837582743
883	0.4836741841
884	0.4836401632
885	0.4835162792
886	0.4834343057
887	0.4833193504
888	0.4832254079
889	0.4831126462
890	0.4830567272
891	0.4829212208
892	0.4828669181
893	0.4828017241
894	0.4825855911
895	0.4824278787
896	0.4823377078
897	0.4822291025
898	0.4821159945
899	0.482054726
900	0.4819656327
901	0.4818573353
902	0.4817873692
903	0.4816342365
904	0.4815302494
905	0.4814608605
906	0.481372383
907	0.4812732066
908	0.4811476678
909	0.4810980603
910	0.4808935499
911	0.4808394012
912	0.4807635083
913	0.4806084514
914	0.4805424877
915	0.480450431
916	0.4803219289
917	0.4801970058
918	0.4801172645
919	0.4799938039
920	0.4798872768
921	0.479844943
922	0.4798184267
923	0.4797067426
924	0.4795981758
925	0.4794255311
926	0.4793723445
927	0.4792914101
928	0.479201855
929	0.4791736068
930	0.4790890933
931	0.4789645166
932	0.4788509852
933	0.4787906404
934	0.4786942734
935	0.4786042565
936	0.4784718673
937	0.4783454818
938	0.4782580434
939	0.4781873076
940	0.4781087208
941	0.4780108528
942	0.4778626847
943	0.4777788254
944	0.4777065117
945	0.4775843981
946	0.4774887238
947	0.4774146013
948	0.477358028
949	0.4772241764
950	0.4771689886
951	0.4770812423
952	0.4770016164
953	0.476877617
954	0.4768310114
955	0.4767627386
956	0.4766905018
957	0.4766078741
958	0.4765439116
959	0.4764488531
960	0.4763917796
961	0.476273476
962	0.4761653325
963	0.4760889393
964	0.4760007697
965	0.4759209129
966	0.4758388239
967	0.4757801339
968	0.4756976601
969	0.4756138778
970	0.475553379
971	0.4754403479
972	0.475342557
973	0.4752409945
974	0.4751539409
975	0.4750900554
976	0.4749989994
977	0.4749204126
978	0.4748297799
979	0.4747518088
980	0.4747149015
981	0.4746555958
982	0.4745573045
983	0.4745125077
984	0.4744262623
985	0.4743537562
986	0.4742655095
987	0.4741949661
988	0.4741365071
989	0.4740165871
990	0.4739238762
991	0.4737862916
992	0.4736298107
993	0.4734714055
994	0.4733808113
995	0.4733356681
996	0.4732914871
997	0.4732145936
998	0.4731106835
999	0.4729871844
1000	0.4729346906
1001	0.4728375539
1002	0.4727190579
1003	0.4726087977
1004	0.472527363
1005	0.4724052494
1006	0.4723128079
1007	0.4722239455
1008	0.4721100677
1009	0.4720462977
1010	0.472014355
1011	0.4719172568
1012	0.4718148091
1013	0.4716779557
1014	0.4715477602
1015	0.4714771398
1016	0.4714247999
1017	0.4713197352
1018	0.4712018935
1019	0.4711021013
1020	0.4709711746
1021	0.4708524092
1022	0.4707611992
1023	0.4706527478
1024	0.4705780095
1025	0.4704838747
1026	0.4704248768
1027	0.4702828279
1028	0.4702380696
1029	0.4701115687
1030	0.4700115841
1031	0.4699207204
1032	0.4698162716
1033	0.4697164409
1034	0.4696890394
1035	0.4695839748
1036	0.469502617
1037	0.4694371921
1038	0.4693522937
1039	0.4692944889
1040	0.4691822275
1041	0.4690290179
1042	0.4689740994
1043	0.468891972
1044	0.4688253925
1045	0.4686870767
1046	0.4685985991
1047	0.4684156019
1048	0.468372383
1049	0.4682959129
1050	0.4682571583
1051	0.4681480142
1052	0.4680344443
1053	0.4679226832
1054	0.4678531019
1055	0.4677492688
1056	0.4676569427
1057	0.4675345597
1058	0.4674419258
1059	0.4672638162
1060	0.4672351062
1061	0.467107951
1062	0.466975177
1063	0.4669014009
1064	0.4668531404
1065	0.4667066656
1066	0.4666594058
1067	0.4666067195
1068	0.4664930727
1069	0.4664064424
1070	0.46634248
1071	0.466257697
1072	0.4661895012
1073	0.4661115687
1074	0.4660597675
1075	0.4660052725
1076	0.4659168334
1077	0.4658103448
1078	0.4657335283
1079	0.4656672953
1080	0.465601447
1081	0.4655040794
1082	0.4654384236
1083	0.4653695351
1084	0.4653016857
1085	0.4652358374
1086	0.4652072044
1087	0.4651106065
1088	0.4650701201
1089	0.4650058113
1090	0.4648963978
1091	0.4648457127
1092	0.4647357605
1093	0.4646653325
1094	0.4645957127
1095	0.4644844135
1096	0.4644008621
1097	0.4642976832
1098	0.464206935
1099	0.4640954433
1100	0.4640226293
1101	0.4639234914
1102	0.4638140779
1103	0.4637448815
1104	0.4637075508
1105	0.4636519781
1106	0.4635175493
1107	0.4633882774
1108	0.4633509083
1109	0.4633012238
1110	0.4631896552
1111	0.4630695428
1112	0.4630034637
1113	0.4629574353
1114	0.4628644935
1115	0.4627837131
1116	0.4627463054
1117	0.4626572121
1118	0.4625636546
1119	0.4624216826
1120	0.4623601832
1121	0.4622905634
1122	0.4622091287
1123	0.462118496
1124	0.4620251308
1125	0.4619602063
1126	0.4618409021
1127	0.4617588516
1128	0.4616308113
1129	0.4616053725
1130	0.4614876078
1131	0.4614162177
1132	0.4613417488
1133	0.4612363762
1134	0.461162831
1135	0.4611011776
1136	0.4609441195
1137	0.4607757851
1138	0.4607086284
1139	0.4606478602
1140	0.4605944427
1141	0.4605035406
1142	0.4604158328
1143	0.460369766
1144	0.460300762
1145	0.4601962361
1146	0.4600808575
1147	0.4600475677
1148	0.4599699815
1149	0.4598682266
1150	0.4596976986
1151	0.4595933651
1152	0.4595161253
1153	0.4594037869
1154	0.4592959898
1155	0.4591965825
1156	0.4590965979
1157	0.4590095828
1158	0.4589207204
1159	0.4587949123
1160	0.4587500385
1161	0.4587007004
1162	0.4586126462
1163	0.4585466056
1164	0.4584762161
1165	0.4583837361
1166	0.4583136546
1167	0.4582516164
1168	0.4582130542
1169	0.4581359683
1170	0.458014432
1171	0.4579187577
1172	0.4578904711
1173	0.4578323199
1174	0.4577411099
1175	0.4576627925
1176	0.4575785483
1177	0.4574826432
1178	0.4573716518
1179	0.4572832127
1180	0.4572219828
1181	0.4570878233
1182	0.4570111607
1183	0.4569086361
1184	0.4568465594
1185	0.4567951432
1186	0.4566780711
1187	0.4566091826
1188	0.4565666564
1189	0.4565161638
1190	0.4564694427
1191	0.456425685
1192	0.4563584129
1193	0.4562832127
1194	0.4561869227
1195	0.4561011392
1196	0.4560010776
1197	0.4558669566
1198	0.4558209667
1199	0.45577998
1200	0.4557446506
1201	0.455677186
1202	0.4555844366
1203	0.4554656327
1204	0.455354141
1205	0.4552967595
1206	0.4552289486
1207	0.4551463978
1208	0.4550970982
1209	0.4550425262
1210	0.4549758698
1211	0.4549223368
1212	0.4548675339
1213	0.4547732066
1214	0.4547311038
1215	0.4546840748
1216	0.4545708898
1217	0.454454472
1218	0.4543863531
1219	0.4542719751
1220	0.4542347599
1221	0.4541495921
1222	0.4540863224
1223	0.4540665025
1224	0.4539831435
1225	0.453932189
1226	0.4538347829
1227	0.4537365302
1228	0.4536534791
1229	0.4535530711
1230	0.4534764855
1231	0.4533594905
1232	0.453286484
1233	0.4532301801
1234	0.4531527478
1235	0.4530837438
1236	0.4529981527
1237	0.4529314578
1238	0.4527927571
1239	0.45268369
1240	0.452588439
1241	0.4525165871
1242	0.452454549
1243	0.4524001693
1244	0.4523303187
1245	0.4522863685
1246	0.4522217134
1247	0.4521734529
1248	0.452125077
1249	0.4520595751
1250	0.4519383852
1251	0.4518260853
1252	0.4517627386
1253	0.4517052032
1254	0.4515932882
1255	0.451566387
1256	0.4514913408
1257	0.4514411946
1258	0.451398476
1259	0.451298222
1260	0.4512219828
1261	0.4511674107
1262	0.4511170336
1263	0.4510138932
1264	0.4509532405
1265	0.450863185
1266	0.4508117303
1267	0.4507240225
1268	0.4506407405
1269	0.4506076047
1270	0.4505462208
1271	0.4504228371
1272	0.4503768473
1273	0.4502794027
1274	0.4501798799
1275	0.4500708513
1276	0.4499536638
1277	0.4499030557
1278	0.4498140394
1279	0.4497412639
1280	0.4496271552
1281	0.449537754
1282	0.4494769089
1283	0.4494128695
1284	0.4493462515
1285	0.4493143473
1286	0.4492350677
1287	0.449175685
1288	0.4491139163
1289	0.4490487608
1290	0.4489561268
1291	0.4488579126
1292	0.448800685
1293	0.4487651247
1294	0.4487002386
1295	0.4486504772
1296	0.4485785099
1297	0.448459706
1298	0.448346444
1299	0.4482916795
1300	0.4482257543
1301	0.4481387392
1302	0.4480750462
1303	0.447989609
1304	0.4479174107
1305	0.4478415948
1306	0.4477662408
1307	0.4476778787
1308	0.4475527632
1309	0.4475119304
1310	0.4474311115
1311	0.4473416333
1312	0.4472581204
1313	0.4472144397
1314	0.4471761469
1315	0.4471239609
1316	0.447045451
1317	0.4469750231
1318	0.4468961669
1319	0.4468286638
1320	0.4467626616
1321	0.4466724523
1322	0.4466023322
1323	0.4465458359
1324	0.4464868381
1325	0.4463184652
1326	0.4462371459
1327	0.4461150708
1328	0.4460405634
1329	0.4460017703
1330	0.4459733682
1331	0.445889432
1332	0.4457792488
1333	0.4457346829
1334	0.4456907712
1335	0.445623807
1336	0.4455755465
1337	0.4455151632
1338	0.4454905711
1339	0.4454442734
1340	0.4454057882
1341	0.4453649169
1342	0.4452490764
1343	0.4451371228
1344	0.4451084898
1345	0.4450051955
1346	0.4449105988
1347	0.4448688424
1348	0.4447908328
1349	0.4447252155
1350	0.4446064886
1351	0.4444982682
1352	0.4444535483
1353	0.4443793103
1354	0.444307189
1355	0.4442854064
1356	0.444201855
1357	0.4440562654
1358	0.4439868765
1359	0.443933536
1360	0.4438376693
1361	0.4437673953
1362	0.4437367226
1363	0.443631581
1364	0.4435821659
1365	0.443487069
1366	0.4433528325
1367	0.4432910637
1368	0.4432050877
1369	0.4431430881
1370	0.4430667334
1371	0.4429786022
1372	0.4428980526
1373	0.4428148861
1374	0.4427065117
1375	0.4426334667
1376	0.4425918257
1377	0.442533867
1378	0.4424685961
1379	0.4424292642
1380	0.4423925877
1381	0.4422789024
1382	0.4421868458
1383	0.4421408174
1384	0.4420800108
1385	0.4420357528
1386	0.4419859144
1387	0.4419441579
1388	0.4418893935
1389	0.4418665717
1390	0.4418054187
1391	0.4417386853
1392	0.4417219058
1393	0.4416308113
1394	0.4415601524
1395	0.4414816041
1396	0.4413781173
1397	0.4413203125
1398	0.4411996228
1399	0.4411531327
1400	0.4411141087
1401	0.4410529557
1402	0.4409867226
1403	0.4409294566
1404	0.440864532
1405	0.4408551801
1406	0.4407505773
1407	0.4406557882
1408	0.4406265779
1409	0.4405513393
1410	0.4404582435
1411	0.4404154095
1412	0.4403298568
1413	0.4403005696
1414	0.4402659714
1415	0.4401432805
1416	0.4400249384
1417	0.4399757928
1418	0.4398790025
1419	0.4398410945
1420	0.4398043796
1421	0.4397204049
1422	0.4396497075
1423	0.43959375
1424	0.439531173
1425	0.4394693658
1426	0.4394285329
1427	0.4393800416
1428	0.4393185037
1429	0.4392919874
1430	0.4392535406
1431	0.4391828433
1432	0.4391304649
1433	0.4390630003
1434	0.4390046182
1435	0.4389341133
1436	0.4388080742
1437	0.4387189809
1438	0.4386840363
1439	0.4385992919
1440	0.4385525323
1441	0.4384467365
1442	0.4383947044
1443	0.4383465209
1444	0.438296875
1445	0.4382823276
1446	0.4382184036
1447	0.4381507466
1448	0.4380782789
1449	0.4380538793
1450	0.4379851832
1451	0.4378943581
1452	0.4378337438
1453	0.4378023014
1454	0.4377389163
1455	0.4376619843
1456	0.4376000231
1457	0.4375185884
1458	0.4374500077
1459	0.4373656481
1460	0.4373054187
1461	0.437176955
1462	0.4371330434
1463	0.4370942888
1464	0.4370380619
1465	0.4370008082
1466	0.4369037869
1467	0.436821698
1468	0.4367074353
1469	0.4366709129
1470	0.4366031789
1471	0.4364876078
1472	0.436455665
1473	0.4363199276
1474	0.4362709744
1475	0.4361995459
1476	0.436157674
1477	0.4360674646
1478	0.4359643242
1479	0.4359054418
1480	0.4358342057
1481	0.4357655865
1482	0.4357376462
1483	0.4356432035
1484	0.4355953279
1485	0.4355591518
1486	0.4355211669
1487	0.4354826432
1488	0.4354144089
1489	0.4353545259
1490	0.4353003772
1491	0.4352510391
1492	0.4351898476
1493	0.4350683113
1494	0.4350001155
1495	0.4349809498
1496	0.4349600523
1497	0.4348845443
1498	0.4348314732
1499	0.4347177109
1500	0.4346070659
1501	0.4345413716
1502	0.4344790256
1503	0.4343958975
1504	0.4343199276
1505	0.4342428417
1506	0.4341785714
1507	0.4341273476
1508	0.4340937885
1509	0.4340158559
1510	0.433974061
1511	0.4339090979
1512	0.4338179649
